City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised
Mountain View,6/8/2011,90528760180,Medical Devices and Equipment: Other,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,20
Irvine,6/8/2011,57785760790,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Product Development,Later Stage,CA,Orange County,1,1,3
Overland Park,6/8/2011,6.14169E+11,Network/Systems Management Software,Information Technology,Software,"Kansas City, MO-KS",Midwest Central,Generating Revenue,First Round,KS,,1,1,2
Hartford,6/8/2011,6.14257E+11,Database Software,Information Technology,Software,"Hartford-West Hartford-East Hartford, CT",New England,Generating Revenue,First Round,CT,,1,1,2.8
Sunnyvale,6/8/2011,1.82571E+11,Database Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,12
San Francisco,6/8/2011,1.04436E+11,Multimedia/Streaming Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,3.95
Palo Alto,6/9/2011,6.14381E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,2
Seattle,6/9/2011,6.14359E+11,Logistics/Delivery Services,Business and Financial Services,Wholesale Trade and Shipping,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WA,Seattle Metro,1,1,0.91
Pleasanton,6/9/2011,1.82962E+11,Procurement/Supply Chain,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,14
Golden,6/9/2011,6.06832E+11,Commercial Vehicles,Consumer Goods,Vehicles and Parts,"Denver-Aurora-Broomfield, CO",Mountain,Generating Revenue,Later Stage,CO,,1,1,37.7
Dallas,6/9/2011,3.53471E+11,Clothing/Accessories,Consumer Goods,Personal Goods,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,TX,Dallas-Fort Worth,1,1,5
Cupertino,6/9/2011,1.82535E+11,Entertainment,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Corporate,CA,San Francisco Bay Area,1,1,
San Francisco,6/9/2011,6.14378E+11,IT Media/Content,Consumer Services,Media and Content,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,0.19
Reston,6/9/2011,6.14309E+11,Communications Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product Development,First Round,VA,Potomac,1,1,1
Redmond,6/9/2011,6.14559E+11,Communications Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,First Round,WA,Seattle Metro,1,1,7.5
Frederick,6/9/2011,92852760907,Business Applications Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Later Stage,MD,Potomac,1,1,4.65
Milpitas,6/9/2011,79770760252,Integrated Circuit Production,Information Technology,Semiconductors,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,15
Shelton,6/9/2011,6.14502E+11,Network/Systems Management Software,Information Technology,Software,"New Haven-Milford, CT",Mid-Atlantic,Startup,Seed Round,CT,New York Metro,1,1,0.15
Edison,6/10/2011,4.70741E+11,Facilities/Operations Management,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,NJ,New York Metro,1,1,2
Vero Beach,6/10/2011,6.14723E+11,Health Media/Content,Consumer Services,Media and Content,"Sebastian-Vero Beach, FL",South East,Generating Revenue,First Round,FL,,1,1,0.6
San Diego,6/10/2011,6.15022E+11,Biopharmaceuticals: TBA,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, CA",Southern California,Product Development,First Round,CA,San Diego Metro,1,1,8.5
Broomfield,6/10/2011,87897760983,Software Development Tools,Information Technology,Software,"Denver-Aurora-Broomfield, CO",Mountain,Generating Revenue,Later Stage,CO,,1,1,9.77
Austin,6/10/2011,6.05583E+11,Wireless Communications Equipment,Information Technology,Communications and Networking,"Austin-Round Rock, TX",South Central,Product Development,Second Round,TX,Austin Metro,1,1,10
San Francisco,6/10/2011,6.14208E+11,To Be Assigned,To Be Assigned,To Be Assigned,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,First Round,CA,San Francisco Bay Area,1,1,2
San Francisco,6/11/2011,6.15046E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Seed Round,CA,San Francisco Bay Area,1,1,1
Los Angeles,6/13/2011,1.15166E+11,Recreational/Sports Vehicles,Consumer Goods,Vehicles and Parts,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Individual,CA,Los Angeles Metro,1,1,25
Westford,6/13/2011,57977760497,Communications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,16
Boston,6/13/2011,6.14248E+11,Recreational/Home Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,MA,Boston Metro,1,1,7.5
Waltham,6/13/2011,6.1426E+11,Database Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,MA,Boston Metro,1,1,1.5
Celebration,6/14/2011,62499760926,Business to Business Marketplaces,Business and Financial Services,Business Support Services,"Orlando, FL",South East,Profitable,Later Stage,FL,,1,1,3.01
Redwood City,6/14/2011,1.05668E+11,Customer Relationship Management,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Restart,CA,San Francisco Bay Area,1,1,5
Pittsburgh,6/14/2011,3.58488E+11,Payment/Transactional Processing,Business and Financial Services,Financial Institutions and Services,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,35
Bloomington,6/14/2011,6.14389E+11,General Food Products,Consumer Goods,Food and Beverage,"Bloomington, IN",Midwest East,Generating Revenue,Second Round,IN,,1,1,
New York,6/14/2011,6.10716E+11,Online Communities,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,NY,New York Metro,1,1,3
New York,6/14/2011,81044761064,Entertainment,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,NY,New York Metro,1,1,0.59
Redwood City,6/14/2011,1.83136E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,4
Boston,6/14/2011,6.14293E+11,Entertainment,Consumer Services,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Seed Round,MA,Boston Metro,1,1,1.25
Petaluma,6/14/2011,1.11068E+11,Solar Energy,Energy and Utilities,Renewable Energy,"Santa Rosa-Petaluma, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,14
Austin,6/14/2011,96547760720,Solar Energy,Energy and Utilities,Renewable Energy,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,11.05
Albuquerque,6/14/2011,69883761079,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Albuquerque, NM",Mountain,Generating Revenue,Later Stage,NM,,1,1,4.91
St. Louis,6/14/2011,56300761082,Business Applications Software,Information Technology,Software,"St. Louis, MO-IL",Midwest Central,Generating Revenue,Later Stage,MO,,1,1,0.5
Boulder,6/14/2011,99909761869,Communications Software,Information Technology,Software,"Boulder, CO",Mountain,Generating Revenue,Later Stage,CO,,1,1,
Mountain View,6/15/2011,6.07309E+11,Facilities/Operations Management,Business and Financial Services,Business Support Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,18
Atlanta,6/15/2011,6.14363E+11,Health Media/Content,Consumer Services,Media and Content,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,First Round,GA,,1,1,8.75
Sunnyvale,6/15/2011,1.14538E+11,IT Media/Content,Consumer Services,Media and Content,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,17
New York,6/15/2011,6.07415E+11,Online Communities,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,NY,New York Metro,1,1,6
San Francisco,6/15/2011,6.14358E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,Seed Round,CA,San Francisco Bay Area,1,1,2
Arlington,6/15/2011,6.14456E+11,Medical Lab Instruments/Test Kits,Healthcare,Medical Devices and Equipment,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,VA,Potomac,1,1,3
Kirkland,6/15/2011,91548761039,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Clinical Trials - Generic,Later Stage,WA,Seattle Metro,1,1,10.02
Romeoville,6/15/2011,54323760499,Coatings/Adhesives,Industrial Goods and Materials,Materials and Chemicals,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,IL,Chicago Metro,1,1,5.2
Marina del Rey,6/15/2011,88258760959,Software: Other,Information Technology,Software,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,First Round,CA,Los Angeles Metro,1,1,0.4
Lansdale,6/15/2011,3.5613E+11,Educational/Training Software,Information Technology,Software,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,PA,,1,1,4.5
Denver,6/15/2011,1.02478E+11,Database Software,Information Technology,Software,"Denver-Aurora-Broomfield, CO",Mountain,Generating Revenue,Later Stage,CO,,1,1,0.02
Rochester,6/15/2011,3.59326E+11,Electronic Components/Devices,Information Technology,Electronics and Computer Hardware,"Rochester, MN",Midwest Central,Generating Revenue,Second Round,MN,,1,1,0.1
Cambridge,6/16/2011,6.0383E+11,Business Support Services: Other,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,MA,Boston Metro,1,1,0.51
Atlanta,6/16/2011,6.14453E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"Atlanta-Sandy Springs-Marietta, GA",South East,Product Development,First Round,GA,,1,1,1
Boston,6/16/2011,88479760651,Shopping Facilitators,Consumer Services,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,7
Brentwood,6/16/2011,1.14729E+11,Health Media/Content,Consumer Services,Media and Content,"Nashville-Davidson-Murfreesboro, TN",South East,Generating Revenue,Later Stage,TN,,1,1,5.27
Novato,6/16/2011,6.14548E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, CA",Northern California,Clinical Trials - Phase 1,First Round,CA,San Francisco Bay Area,1,1,45
Boston,6/16/2011,6.14505E+11,General Industrial Goods,Industrial Goods and Materials,Machinery and Industrial Goods,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,MA,Boston Metro,1,1,10
New York,6/16/2011,6.14438E+11,Business Applications Software,Information Technology,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product In Beta Test,First Round,NY,New York Metro,1,1,1.8
San Francisco,6/16/2011,6.14995E+11,Recreational/Home Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,2.5
San Jose,6/16/2011,6.14815E+11,Vertical Market Applications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,4.33
Azusa,6/16/2011,1.13842E+11,Power Supplies,Information Technology,Electronics and Computer Hardware,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Los Angeles Metro,1,1,9
Mountain View,6/16/2011,6.14489E+11,Business Applications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Seed Round,CA,San Francisco Bay Area,1,1,0.7
Palo Alto,6/17/2011,95717761646,Business Support Services: Other,Business and Financial Services,Business Support Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,6
Sunnyvale,6/17/2011,6.14851E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,5
Seattle,6/17/2011,6.14448E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product In Beta Test,First Round,WA,Seattle Metro,1,1,
Santa Monica,6/17/2011,6.07018E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Los Angeles Metro,1,1,23.5
Venice,6/17/2011,6.14579E+11,Entertainment,Consumer Services,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Product Development,Seed Round,CA,Los Angeles Metro,1,1,0.61
Los Angeles,6/17/2011,99446761078,Healthcare Services: Other,Healthcare,Healthcare Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Los Angeles Metro,1,1,1.75
Cambridge,6/17/2011,3.56124E+11,Plastic Fabrications,Industrial Goods and Materials,Materials and Chemicals,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Second Round,MA,Boston Metro,1,1,12.8
Asheville,6/17/2011,3.55539E+11,Business Applications Software,Information Technology,Software,"Asheville, NC",South East,Generating Revenue,Corporate,NC,,1,1,4
Bethesda,6/17/2011,3.57525E+11,Business Applications Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Later Stage,MD,Potomac,1,1,10.05
Bowie,6/17/2011,81191761086,Communications Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Later Stage,MD,Potomac,1,1,0.3
Sunnyvale,6/17/2011,98461761136,General Purpose Integrated Circuits,Information Technology,Semiconductors,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,3.3
Palo Alto,6/17/2011,75663757745,Network/Systems Management Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,51.63
Trumbull,6/17/2011,6.03768E+11,Software: Other,Information Technology,Software,"Bridgeport-Stamford-Norwalk, CT",Mid-Atlantic,Generating Revenue,Second Round,CT,New York Metro,1,1,1
San Francisco,6/17/2011,98293760364,Wireless Communications Equipment,Information Technology,Communications and Networking,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,15
Cambridge,6/17/2011,6.14733E+11,Communications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,MA,Boston Metro,1,1,1
Cupertino,6/18/2011,6.05363E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Clinical Trials - Generic,Later Stage,CA,San Francisco Bay Area,1,1,26.17
New York,6/20/2011,6.14852E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,NY,New York Metro,1,1,0.76
Durham,6/20/2011,95136760687,Solar Energy,Energy and Utilities,Renewable Energy,"Durham-Chapel Hill, NC",South East,Generating Revenue,Later Stage,NC,,1,1,20
